protein_name,key,rmsd_ca,duration
10#1WAZ_1_A,RMSD_CA,0.6363205653541116,70.53507566452026
10#2EEM_1_A,RMSD_CA,0.894565342666127,34.606359243392944
10#1Z9V_1_A,RMSD_CA,1.3383635627739667,495.4431824684143
10#2MNJ_1_A,RMSD_CA,0.3524257842023318,30.19338035583496
10#2MHD_1_A,RMSD_CA,0.7372067886286301,338.36463379859924
10#3NO7_1_A,RMSD_CA,1.0952503899559236,81.9446210861206
10#2KW1_1_A,RMSD_CA,0.23231365171597973,120.85253190994263
10#2FK5_1_A,RMSD_CA,0.8527862884885931,1856.631195783615
10#2MFQ_2_B,RMSD_CA,1.1669570876262094,219.61714386940002
10#2MXX_1_A,RMSD_CA,4.051450926658606,764.3929052352905
10#3ALR_1_A,RMSD_CA,0.32980587517069104,65.40662741661072
10#4QTQ_1_A,RMSD_CA,0.3945988083674315,1130.5032951831818
10#4USL_2_D,RMSD_CA,0.05027581929752571,6.452598333358765
10#4YBB_21_AU,RMSD_CA,1.0539614014178849,93.44896793365479
10#4IGA_2_B,RMSD_CA,0.415927303738118,242.22170424461365
10#4A1R_1_A,RMSD_CA,0.30889725251210615,979.6926271915436
10#4DT7_3_E,RMSD_CA,0.6369398842799611,108.63350033760071
10#4DAY_3_C,RMSD_CA,0.2897486162731808,31.769668102264404
10#4HN7_1_A,RMSD_CA,0.4917292444419817,290.36767292022705
102L_1_A,RMSD_CA,0.5325352447483285,461.99671363830566
102M_1_A,RMSD_CA,0.42310850878588574,585.2707831859589
107L_1_A,RMSD_CA,0.43624992196783025,809.3700830936432
104L_1_A,RMSD_CA,10.888511114887752,572.8484072685242
109L_1_A,RMSD_CA,0.35036504602352114,1106.0149915218353
108L_1_A,RMSD_CA,0.443455968808514,623.08589220047
110L_1_A,RMSD_CA,0.39360606715288,640.4085257053375
111L_1_A,RMSD_CA,0.386327432882138,1122.2286593914032
112L_1_A,RMSD_CA,0.4141232677608852,397.0628151893616
115L_1_A,RMSD_CA,0.47549238195989696,583.7675867080688
114L_1_A,RMSD_CA,0.386406402028478,571.0000987052917
113L_1_A,RMSD_CA,0.34264559401179695,718.28258061409
118L_1_A,RMSD_CA,0.4095964186846087,503.68888759613037
119L_1_A,RMSD_CA,0.41677238700830965,678.5939693450928
120L_1_A,RMSD_CA,0.3696413487360703,694.8409662246704
122L_1_A,RMSD_CA,0.40220115819563923,616.1434488296509
123L_1_A,RMSD_CA,0.4230413862930703,417.4908666610718
125L_1_A,RMSD_CA,0.4111535619363708,750.2253878116608
126L_1_A,RMSD_CA,0.4057272627945962,710.4123251438141
127L_1_A,RMSD_CA,0.45063860504313946,1927.812081336975
128L_1_A,RMSD_CA,0.4960854497725004,566.0332741737366
129L_1_A,RMSD_CA,0.5264052034439618,708.6839730739594
12E8_1_L,RMSD_CA,0.7951715521103166,1747.5201377868652
12E8_2_H,RMSD_CA,4.100001158822348,1746.2702777385712
12E8_d12e8m1,RMSD_CA,0.26799408359346455,278.5681416988373
12E8_d12e8m2,RMSD_CA,0.32744979826779197,315.28711342811584
12E8_d12e8p1,RMSD_CA,0.3860460058571369,401.8820204734802
12E8_d12e8p2,RMSD_CA,0.4590875232086929,434.8603708744049
130L_1_A,RMSD_CA,0.3855999882432554,562.758419752121
131L_1_A,RMSD_CA,0.4699192915221816,814.9288835525513
133L_1_A,RMSD_CA,0.556776103540465,587.250519990921
134L_1_A,RMSD_CA,0.4926226303362941,390.5107479095459
137L_1_A,RMSD_CA,0.4418015335245589,400.3368835449219
138L_1_A,RMSD_CA,0.42376494565517775,708.8348557949066
140L_1_A,RMSD_CA,0.4374995641752723,2152.7762308120728
141L_1_A,RMSD_CA,0.41044281134691,835.1942522525787
142L_1_A,RMSD_CA,0.37706491924725066,1487.8818027973175
143L_1_A,RMSD_CA,0.38678922224810103,373.5721151828766
144L_1_A,RMSD_CA,0.48390316883229906,413.81369161605835
145L_1_A,RMSD_CA,0.3679845421102397,970.5599465370178
146L_1_A,RMSD_CA,0.37405759993104853,538.0309970378876
147L_1_A,RMSD_CA,0.37238991671691923,739.7489895820618
149L_1_A,RMSD_CA,0.9516738353509046,2126.680328845978
151L_1_A,RMSD_CA,1.8385553104388734,1420.6673691272736
